ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,dd3,dd4,dd5,dd6,dd7,dd9,dd10,dd11,dd12,dd13,dd15,duLN1,du.2,duLN3,dut4,dui5,due6,duLN7,du58,duLN9,duSH10,dur11,duo12,dua13,dun14,dul15,duDO16,UUID
12,549.0,300.44,448.63,426.8,589.84,421.05,610.79,30.869999999999997,447.43,48.87,644.49,911.6,640.1999999999999,24.080000000000002,608.4,539.6,519.87,708.75,505.44000000000005,731.88,555.36,57.059999999999995,760.48,1055.1200000000001,741.34,698.5400000000001,116.48,104.58,93.0,91.76,115.57000000000001,84.42,115.57000000000001,128.70000000000002,113.75,111.92999999999999,107.9,132.84,93.24,112.84,91.02,111.02,test5
13,443.7,562.5999999999999,531.44,352.88,598.93,360.15000000000003,456.29,48.87,699.93,77.39999999999999,613.8000000000001,638.12,567.4499999999999,33.4,382.72,641.25,435.24,718.2,477.36,571.38,807.0400000000001,87.11999999999999,719.3199999999999,755.37,665.59,486.54,96.0,93.24,112.84,83.08,115.57000000000001,124.74,115.57000000000001,118.3,103.75,132.84,96.2,111.92999999999999,93.24,112.84,111.92999999999999,101.25999999999999,test5
14,533.7,397.88,403.13,477.84,699.93,903.0,679.8000000000001,54.18,590.85,75.14999999999999,342.24,327.54,429.71,16.72,340.08,507.29999999999995,589.62,814.8000000000001,1045.44,785.38,685.36,83.34,449.82,427.28000000000003,514.09,433.54,116.48,124.74,112.84,112.84,105.41,136.08,93.98,118.3,92.5,111.92999999999999,118.3,102.09,83.16,93.0,100.86,90.28,test5
15,398.7,629.88,630.63,756.8,666.6,632.1,602.5500000000001,75.14999999999999,371.68,27.81,411.99,443.08000000000004,317.19,15.36,764.4,737.1999999999999,900.24,770.7,748.44,705.13,477.36,35.28,498.82,537.37,413.09000000000003,876.62,116.48,114.66,102.92,133.92,93.98,114.66,93.98,118.3,113.75,102.09,85.8,92.25,103.32000000000001,91.76,113.16,69.53999999999999,test5
16,331.2,358.44,403.13,367.84,330.27,403.20000000000005,757.0500000000001,26.369999999999997,295.93,33.839999999999996,326.43,469.58000000000004,373.45,14.4,365.04,483.54999999999995,458.49,429.45000000000005,494.64000000000004,884.8900000000001,373.36,41.309999999999995,408.65999999999997,536.2800000000001,463.59000000000003,477.0,116.48,104.58,81.84,93.0,104.14,93.24,116.84,74.10000000000001,82.5,102.09,85.8,60.269999999999996,93.24,60.76,121.77,131.76,test5
17,398.7,484.87999999999994,297.57,337.92,742.35,307.65000000000003,301.79,33.839999999999996,354.51,39.87,358.05,381.6,340.46999999999997,24.72,460.72,388.54999999999995,425.94,868.35,378.0,384.13,433.68,44.28,449.82,445.81000000000006,454.5,575.58,84.48,94.5,101.67999999999999,91.76,116.84,71.82000000000001,83.82000000000001,107.9,82.5,60.269999999999996,96.2,60.269999999999996,124.74,133.92,123.0,90.28,test5
18,661.5,339.88,266.63,330.88,354.51,465.15000000000003,396.55,32.4,354.51,55.62,411.99,213.06,405.46,14.72,200.72,341.05,426.87,437.85,531.36,491.13000000000005,468.0,65.34,532.14,299.75,496.92,301.04,117.76,71.82000000000001,81.84,102.92,83.82000000000001,61.74,93.98,63.7,123.75,132.84,130.0,91.02,93.24,102.92,111.92999999999999,80.52,test5
19,263.7,436.15999999999997,319.41,389.84,388.85,378.0,361.53000000000003,55.62,447.43,18.09,388.74,390.08000000000004,187.21,13.36,451.36,396.15,457.56,481.95000000000005,441.72,481.5,564.72,24.75,482.15999999999997,491.59000000000003,286.84,513.0400000000001,84.48,104.58,81.84,60.76,93.98,61.74,125.73,140.4,125.0,91.02,96.2,102.09,114.66,81.84,61.5,101.25999999999999,test5
20,398.7,233.16,380.38,323.84,194.93,350.7,447.02000000000004,24.84,304.01,33.03,210.18,309.52000000000004,534.47,13.36,330.72,467.4,419.43,298.2,432.0,517.88,391.04,38.97,302.82,400.03000000000003,615.09,433.54,128.0,93.24,91.76,102.92,115.57000000000001,83.16,63.5,107.9,93.75,81.17999999999999,107.9,92.25,73.08,52.08,111.92999999999999,101.25999999999999,test5
21,376.2,426.88,175.63,293.92,438.34000000000003,289.8,310.03000000000003,33.03,228.26,26.279999999999998,512.4300000000001,354.04,308.46,24.04,434.72,269.8,372.0,508.20000000000005,387.72,402.32000000000005,321.36,33.03,596.8199999999999,409.84000000000003,413.09000000000003,557.5600000000001,94.72,104.58,112.84,81.84,63.5,104.58,95.25,85.8,103.75,92.25,75.4,51.66,114.66,102.92,132.84,59.78,test5
22,390.6,320.15999999999997,273.91,322.96,228.26,306.6,567.53,30.06,321.18,54.089999999999996,388.74,231.08,461.71999999999997,10.36,243.36,357.2,402.69,324.45,396.36,651.63,425.36,61.559999999999995,515.48,291.03000000000003,539.34,327.54,64.0,104.58,93.0,81.84,105.41,94.5,73.66,54.6,113.75,102.09,140.4,60.269999999999996,73.08,81.84,92.25,61.0,test5
23,270.90000000000003,425.71999999999997,205.66,256.96,556.51,350.7,327.54,54.089999999999996,422.18,19.62,442.68,274.54,226.98,12.68,434.72,293.55,341.31,639.45,406.08000000000004,437.63000000000005,547.04,24.029999999999998,523.3199999999999,354.25,312.09,513.0400000000001,96.0,83.16,102.92,93.0,73.66,52.92,115.57000000000001,107.9,135.0,60.269999999999996,75.4,81.17999999999999,94.5,62.0,81.17999999999999,70.76,test5
24,376.2,252.88,433.16,227.92,236.34,332.85,430.54,26.369999999999997,405.01,34.56,233.43,363.58000000000004,355.99,11.68,356.72,507.29999999999995,302.25,324.45,396.36,517.88,494.0,41.309999999999995,319.48,454.53000000000003,429.25,443.08000000000004,138.24,61.74,71.92,81.84,95.25,63.0,83.82000000000001,75.4,92.5,92.25,97.5,91.02,73.08,83.08,92.25,111.02,test5
25,428.40000000000003,300.44,212.94,278.96,422.18,307.65000000000003,413.03000000000003,34.56,253.51,30.869999999999997,341.31,309.52000000000004,332.71,25.72,443.04,293.55,341.31,508.20000000000005,379.08000000000004,508.25000000000006,339.04,37.53,416.5,391.31,422.18,539.5400000000001,74.24,83.16,93.0,62.0,83.82000000000001,73.08,93.98,97.5,93.75,91.02,75.4,82.41,94.5,112.84,102.09,111.02,test5
26,376.2,339.88,364.91,337.92,253.51,360.15000000000003,378.01,26.279999999999998,346.43,57.87,396.18,248.04000000000002,453.96,17.72,382.72,451.25,426.87,342.3,450.36,454.75,434.72,66.06,498.82,354.25,531.26,450.5,84.48,73.08,91.76,93.0,95.25,93.24,73.66,87.10000000000001,93.75,111.92999999999999,107.9,111.92999999999999,73.08,102.92,70.11,91.5,test5
27,360.90000000000003,445.43999999999994,228.41,301.84,370.67,306.6,353.29,57.87,430.26,21.06,435.24,469.58000000000004,356.96,11.68,521.04,309.7,387.81,446.25,387.72,447.26000000000005,529.36,29.25,515.48,573.34,429.25,592.5400000000001,94.72,94.5,93.0,91.76,73.66,84.42,95.25,118.3,103.75,111.92999999999999,75.4,102.09,71.82000000000001,93.0,71.34,80.52,test5
28,383.40000000000003,271.44,425.88,389.84,371.68,306.6,516.03,28.619999999999997,388.85,38.339999999999996,265.05,487.6,275.48,12.72,660.4,499.7,489.18,446.25,396.36,598.13,495.04,45.809999999999995,351.82,590.7800000000001,362.59,769.5600000000001,106.24000000000001,114.66,71.92,102.92,72.39,94.5,73.66,85.8,113.75,102.09,96.2,100.86,94.5,91.76,111.92999999999999,111.02,test5
29,421.2,513.88,334.88,256.96,506.01,333.90000000000003,396.55,38.339999999999996,287.85,41.4,264.12,337.08000000000004,615.9499999999999,24.080000000000002,521.04,403.75,341.31,586.95,414.72,509.32000000000005,373.36,48.78,351.82,427.28000000000003,733.26,636.0,74.24,104.58,70.67999999999999,93.0,73.66,83.16,115.57000000000001,107.9,92.5,100.86,97.5,91.02,114.66,112.84,121.77,91.5,test5
30,450.90000000000003,368.88,350.35,374.88,287.85,483.0,292.52,28.619999999999997,641.35,54.18,465.93,372.06,381.21,15.040000000000001,347.36,452.2,473.37,376.95,585.36,384.13,755.0400000000001,62.37,588.0,464.34000000000003,488.84000000000003,389.02000000000004,74.24,83.16,112.84,102.92,93.98,103.32000000000001,95.25,96.2,113.75,111.92999999999999,128.70000000000002,92.25,114.66,81.84,40.589999999999996,70.76,test5
31,346.5,494.15999999999997,259.35,404.8,286.84,333.90000000000003,654.0500000000001,54.18,506.01,31.59,365.49,398.56,323.98,12.72,478.40000000000003,341.05,504.06,376.95,423.36,776.82,624.0,38.339999999999996,474.32,481.78000000000003,370.67,557.5600000000001,116.48,104.58,91.76,101.67999999999999,95.25,93.24,115.57000000000001,118.3,123.75,92.25,118.3,81.17999999999999,41.58,71.92,81.17999999999999,90.28,test5
32,450.90000000000003,407.15999999999997,357.63,330.88,337.34,333.90000000000003,473.8,27.81,405.01,47.339999999999996,365.49,425.06,373.45,16.68,426.40000000000003,459.79999999999995,411.06,385.35,406.08000000000004,562.82,503.36,54.089999999999996,458.64,536.2800000000001,488.84000000000003,514.1,126.72,94.5,112.84,81.84,41.910000000000004,73.08,83.82000000000001,96.2,103.75,92.25,97.5,111.92999999999999,124.74,102.92,92.25,141.52,test5
33,353.7,436.15999999999997,303.94,279.84,464.6,324.45,413.03000000000003,47.339999999999996,396.93,36.089999999999996,358.05,442.02000000000004,397.7,26.04,486.72,348.65,349.68,552.3000000000001,413.64000000000004,517.88,486.72,44.28,474.32,545.0,489.85,610.5600000000001,116.48,83.16,40.92,71.92,83.82000000000001,93.24,105.41,97.5,93.75,111.92999999999999,128.70000000000002,102.09,94.5,143.84,132.84,111.02,test5
34,414.0,358.44,364.91,462.88,396.93,421.05,396.55,37.53,414.1,58.589999999999996,435.24,204.58,428.74,11.4,434.72,459.79999999999995,558.9300000000001,491.40000000000003,531.36,517.88,504.40000000000003,69.03,564.48,309.56,530.25,539.5400000000001,84.48,93.24,102.92,93.0,95.25,114.66,125.73,107.9,93.75,142.68,140.4,111.92999999999999,104.58,102.92,111.92999999999999,80.52,test5
35,360.90000000000003,610.16,357.63,352.88,388.85,437.85,422.3,58.589999999999996,472.68,17.37,411.06,302.1,405.46,11.040000000000001,1492.4,444.59999999999997,457.56,508.20000000000005,540.0,518.95,599.04,25.56,514.5,401.12,514.09,1617.5600000000002,106.24000000000001,94.5,93.0,112.84,125.73,104.58,95.25,150.8,135.0,111.92999999999999,107.9,102.09,114.66,81.84,111.92999999999999,101.25999999999999,test5
36,421.2,223.88,402.22,250.8,422.18,289.8,1478.05,28.619999999999997,379.76,45.18,334.8,425.06,437.46999999999997,17.04,391.04,498.75,342.24,534.45,369.36,1632.8200000000002,485.68,51.839999999999996,425.32,517.75,531.26,496.08000000000004,138.24,114.66,102.92,102.92,115.57000000000001,83.16,115.57000000000001,107.9,113.75,91.02,96.2,91.02,94.5,50.839999999999996,113.16,80.52,test5
37,397.8,330.59999999999997,380.38,242.88,1449.35,333.90000000000003,387.28000000000003,45.18,363.6,36.089999999999996,419.43,451.56,364.71999999999997,2979.6,433.68,483.54999999999995,318.06,1602.3,433.08000000000004,499.69000000000005,451.36,42.75,515.48,509.03000000000003,472.68,530.0,106.24000000000001,104.58,112.84,81.84,115.57000000000001,104.58,115.57000000000001,96.2,92.5,91.02,97.5,50.43,115.92,81.84,102.09,111.02,test5
38,1291.5,368.88,342.16,441.76,363.6,421.05,464.53000000000003,38.339999999999996,379.76,6704.099999999999,387.81,193.98000000000002,549.99,13.68,122.72,443.65,535.6800000000001,455.70000000000005,513.0,562.82,486.72,6710.04,490.0,298.66,639.33,221.54000000000002,116.48,104.58,112.84,91.76,93.98,93.24,95.25,53.300000000000004,115.0,81.17999999999999,107.9,111.92999999999999,83.16,91.76,111.92999999999999,100.03999999999999,test5
39,338.40000000000003,582.3199999999999,327.6,352.88,455.51,447.3,387.28000000000003,6704.099999999999,421.17,16.47,527.3100000000001,362.52000000000004,114.46,14.68,563.6800000000001,412.29999999999995,441.75,552.3000000000001,504.36,500.76000000000005,520.0,24.66,620.34,453.44000000000005,211.09,654.02,116.48,93.24,91.76,91.76,95.25,51.660000000000004,116.84,85.8,103.75,111.92999999999999,85.8,91.02,114.66,101.67999999999999,92.25,80.52,test5
40,375.3,212.27999999999997,515.97,300.96,119.18,385.35,558.26,22.5,386.83,39.059999999999995,210.18,477.0,226.98,11.68,477.36,601.35,386.88,219.45000000000002,484.92,660.19,476.32,45.809999999999995,294.0,589.69,320.17,592.5400000000001,106.24000000000001,114.66,81.84,91.76,115.57000000000001,103.32000000000001,95.25,85.8,93.75,92.25,96.2,111.92999999999999,104.58,91.76,123.0,111.02,test5
41,510.3,396.71999999999997,107.38000000000001,322.96,547.42,262.5,394.49,39.059999999999995,228.26,40.5,217.62,309.52000000000004,445.22999999999996,34.68,503.36,198.54999999999998,417.57000000000005,647.85,341.28000000000003,490.06,312.0,48.69,310.65999999999997,398.94000000000005,564.59,609.5,84.48,93.24,112.84,101.67999999999999,95.25,83.16,95.25,97.5,92.5,111.92999999999999,107.9,91.02,126.0,112.84,111.92999999999999,100.03999999999999,test5
42,487.8,290.0,348.53000000000003,381.92,228.26,472.5,241.02,26.279999999999998,463.59000000000003,78.03,450.12,266.06,501.49,12.72,173.68,435.09999999999997,473.37,315.0,584.2800000000001,339.19,581.36,86.22,563.5,362.97,614.08,273.48,96.0,83.16,93.0,93.0,93.98,114.66,105.41,96.2,125.0,111.92999999999999,118.3,100.86,114.66,81.84,111.92999999999999,61.0,test5
43,344.7,503.43999999999994,205.66,396.0,236.34,306.6,472.77000000000004,78.03,488.84000000000003,22.59,480.81,337.08000000000004,161.99,11.0,459.68,285.0,503.13000000000005,332.85,395.28000000000003,598.13,598.0,29.97,595.84,418.56000000000006,260.58,556.5,96.0,94.5,91.76,112.84,105.41,93.24,127.0,118.3,113.75,100.86,118.3,81.17999999999999,114.66,62.0,102.09,91.5,test5
44,435.6,291.15999999999997,470.47,279.84,168.67,288.75,455.26,25.56,328.25,32.31,240.87,478.06,469.47999999999996,46.36,251.68,577.6,357.12,270.90000000000003,351.0,561.75,406.64,39.78,318.5,582.0600000000001,580.75,344.5,116.48,103.32000000000001,112.84,81.84,115.57000000000001,63.0,105.41,97.5,82.5,102.09,85.8,102.09,114.66,101.67999999999999,102.09,131.76,test5
45,465.3,368.88,151.97,242.0,446.42,298.2,334.75,32.31,261.59,40.589999999999996,450.12,1228.54,234.73999999999998,26.04,425.36,245.1,302.25,551.25,387.72,418.37,338.0,48.059999999999995,563.5,1352.69,328.25,530.0,116.48,83.16,112.84,62.0,105.41,94.5,83.82000000000001,107.9,82.5,102.09,118.3,100.86,104.58,133.92,111.92999999999999,101.25999999999999,test5
46,397.8,329.44,295.75,315.92,261.59,473.55,498.52000000000004,104.31,244.42000000000002,58.589999999999996,380.37,238.5,380.24,13.0,287.04,371.45,411.06,341.25,576.72,615.25,338.0,68.31,490.0,335.72,479.75,389.02000000000004,106.24000000000001,94.5,81.84,102.92,83.82000000000001,104.58,115.57000000000001,106.60000000000001,103.75,132.84,118.3,102.09,104.58,93.0,111.92999999999999,61.0,test5
47,292.5,416.44,235.69,396.88,488.84000000000003,1216.95,249.26000000000002,58.589999999999996,413.09000000000003,20.25,364.56,344.5,267.71999999999997,11.36,485.68,308.75,496.62,603.75,1340.2800000000002,347.75,520.0,27.72,465.5,436.00000000000006,370.67,546.96,84.48,104.58,81.84,102.92,115.57000000000001,103.32000000000001,105.41,140.4,113.75,102.09,107.9,92.25,114.66,62.0,60.269999999999996,101.25999999999999,test5
48,368.1,261.0,356.72,286.0,278.76,298.2,481.01,24.84,362.59,33.839999999999996,225.99,478.06,284.21,10.72,355.68,451.25,372.0,385.35,360.72,552.12,442.0,39.78,310.65999999999997,563.5300000000001,370.67,458.98,116.48,104.58,102.92,93.0,115.57000000000001,63.0,62.230000000000004,107.9,82.5,81.17999999999999,96.2,81.17999999999999,93.24,91.76,111.92999999999999,101.25999999999999,test5
49,352.8,377.0,251.16,249.92,471.67,289.8,369.77,33.839999999999996,245.43,40.589999999999996,272.49,284.08000000000004,331.74,250.48000000000002,859.0400000000001,348.65,310.62,541.8000000000001,387.72,454.75,329.68,46.53,359.65999999999997,372.78000000000003,437.33,919.0200000000001,106.24000000000001,94.5,112.84,62.0,62.230000000000004,104.58,83.82000000000001,85.8,92.5,81.17999999999999,96.2,91.02,114.66,102.92,50.43,120.78,test5
50,1213.2,271.44,493.22,242.0,110.09,744.45,454.23,12.059999999999999,185.84,31.5,395.25,125.08000000000001,122.22,10.68,832.0,561.4499999999999,293.88,165.9,818.6400000000001,515.74,251.68,35.19,473.34,190.75,184.83,891.46,35.84,40.32,60.76,50.839999999999996,62.230000000000004,61.74,52.07,53.300000000000004,72.5,50.43,75.4,70.11,71.82000000000001,50.839999999999996,50.43,40.26,test3
51,487.8,319.0,99.19,623.92,445.41,140.70000000000002,189.52,31.5,429.25,10.62,117.18,283.02000000000004,776.0,66255.16,449.28000000000003,150.1,704.94,506.1,189.0,258.94,502.32,15.75,179.34,335.72,849.41,509.86,62.72,51.660000000000004,60.76,60.76,52.07,51.660000000000004,73.66,53.300000000000004,72.5,70.11,74.10000000000001,50.43,51.660000000000004,40.92,60.269999999999996,50.019999999999996,test3
52,396.90000000000003,155.44,167.44,308.0,429.25,123.9,129.78,24.029999999999998,808.0,149074.11,401.76000000000005,431.42,444.26,7.0,130.0,229.89999999999998,363.63,507.15000000000003,189.0,195.81,874.64,149077.08,471.38,488.32000000000005,529.24,167.48000000000002,52.480000000000004,51.660000000000004,71.92,50.839999999999996,73.66,71.82000000000001,72.39,53.300000000000004,51.25,40.589999999999996,63.7,50.43,83.16,70.67999999999999,40.589999999999996,59.78,test3
53,165.6,406.0,386.75,103.84,127.26,280.35,824.0,149074.11,436.32,36.629999999999995,425.94,185.5,121.25,29.64,476.32,458.84999999999997,162.75,192.15,332.64000000000004,899.87,500.24,40.32,513.52,252.88000000000002,159.58,510.92,74.24,51.660000000000004,71.92,70.67999999999999,72.39,51.660000000000004,52.07,42.9,61.25,50.43,85.8,70.11,41.58,60.76,29.52,48.8,test3
54,388.8,472.11999999999995,416.78000000000003,154.0,126.25,778.0500000000001,471.74,12.059999999999999,218.16,30.06,255.75,132.5,129.01,9.36,1055.6000000000001,497.79999999999995,215.76000000000002,165.9,853.2,515.74,284.96000000000004,34.47,317.52,180.94000000000003,175.74,1127.8400000000001,62.72,51.660000000000004,81.84,70.67999999999999,41.910000000000004,61.74,30.48,52.0,72.5,60.269999999999996,63.7,50.43,51.660000000000004,50.839999999999996,60.269999999999996,69.53999999999999,test3
55,412.2,203.0,113.75,652.08,462.58,140.70000000000002,222.48000000000002,30.06,277.75,11.25,123.69000000000001,248.04000000000002,984.55,36.96,406.64,150.1,734.7,506.1,187.92000000000002,293.18,336.96000000000004,14.94,170.52,299.75,1074.64,439.90000000000003,84.48,71.82000000000001,40.92,60.76,30.48,50.4,73.66,63.7,61.25,50.43,53.300000000000004,50.43,61.74,70.67999999999999,29.52,40.26,test3
56,412.2,155.44,196.56,293.92,277.75,131.25,136.99,21.06,1025.15,83.16,363.63,177.02,411.28,6.68,69.68,260.3,356.19,340.2,179.28,186.18,1106.56,88.28999999999999,406.7,218.00000000000003,469.65,131.44,30.72,50.4,71.92,60.76,62.230000000000004,51.660000000000004,52.07,53.300000000000004,61.25,70.11,31.200000000000003,40.589999999999996,51.660000000000004,62.0,70.11,61.0,test3
57,194.4,387.44,250.25,110.0,134.33,245.70000000000002,1045.45,83.16,394.91,15.03,394.32,177.02,64.99,32.28,442.0,307.8,154.38,182.70000000000002,297.0,1138.48,431.6,18.0,455.7,236.53000000000003,125.24,484.42,74.24,61.74,60.76,50.839999999999996,52.07,51.660000000000004,62.230000000000004,74.10000000000001,30.0,40.589999999999996,53.300000000000004,61.5,71.82000000000001,62.0,39.36,50.019999999999996,test3
58,351.90000000000003,193.72,385.84000000000003,146.96,67.67,847.35,437.75,10.53,202.0,34.56,386.88,167.48000000000002,105.73,9.040000000000001,562.64,441.75,201.81,130.20000000000002,925.5600000000001,488.99,250.64000000000001,36.72,455.7,226.72000000000003,143.42,625.4,30.72,41.58,50.839999999999996,62.0,72.39,63.0,40.64,53.300000000000004,51.25,29.52,63.7,61.5,41.58,49.6,60.269999999999996,59.78,test3
59,381.6,193.72,60.97,710.16,429.25,122.85000000000001,206.0,34.56,420.16,14.219999999999999,101.37,239.56,524.77,599.28,442.0,117.8,797.01,479.85,170.64000000000001,257.87,483.6,18.72,139.16,289.94,595.9,475.94,52.480000000000004,63.0,70.67999999999999,62.0,40.64,51.660000000000004,52.07,31.200000000000003,61.25,61.5,42.9,49.2,61.74,60.76,29.52,50.019999999999996,test3
60,382.5,135.72,182.0,337.92,420.16,165.9,112.27,20.34,546.41,1348.3799999999999,395.25,220.48000000000002,1089.31,7.68,69.68,228.95,379.44,488.25,224.64000000000001,151.94,613.6,1352.79,440.02,271.41,1192.81,122.96000000000001,40.96,51.660000000000004,50.839999999999996,29.759999999999998,62.230000000000004,63.0,41.910000000000004,52.0,61.25,60.269999999999996,31.200000000000003,50.43,73.08,70.67999999999999,60.269999999999996,50.019999999999996,test3
61,180.0,445.43999999999994,378.56,139.04,110.09,237.3,557.23,1348.3799999999999,429.25,18.72,1044.39,203.52,64.99,30.96,450.32,441.75,193.44,149.1,287.28000000000003,631.3000000000001,466.96000000000004,22.41,1157.3799999999999,271.41,117.16,502.44,52.480000000000004,30.240000000000002,60.76,62.0,41.910000000000004,50.4,62.230000000000004,63.7,30.0,50.43,75.4,70.11,61.74,50.839999999999996,50.43,40.26,test3
62,382.5,241.27999999999997,1021.9300000000001,168.96,67.67,812.7,445.99,12.78,286.84,28.529999999999998,325.5,115.54,81.48,7.68,710.32,1121.95,231.57000000000002,121.80000000000001,880.2,507.18,346.32,31.41,399.84,153.69,134.33,775.9200000000001,30.72,51.660000000000004,71.92,70.67999999999999,62.230000000000004,51.660000000000004,52.07,42.9,61.25,39.36,75.4,39.36,61.74,71.92,60.269999999999996,80.52,test3
63,1010.7,222.71999999999997,60.97,681.12,437.33,149.1,292.52,28.529999999999998,353.5,9.81,78.12,203.52,662.51,42.92,406.64,110.19999999999999,757.95,497.70000000000005,189.0,356.31,424.32,12.69,130.34,272.5,739.32,440.96000000000004,74.24,71.82000000000001,60.76,50.839999999999996,52.07,41.58,62.230000000000004,41.6,72.5,39.36,63.7,71.34,61.74,81.84,30.75,40.26,test3
